--target target
--mode classify
--classifiers knn lgbm rf lr sgd mlp svm dummy
--regressors knn lgbm rf elastic sgd mlp svm dummy
--feat-select filter embed wrap
--embed-select lgbm linear
--wrapper-select step-up
--wrapper-model linear
--norm robust
--nan drop median
--filter-method assoc pred
--filter-assoc-cont-classify mut_info
--filter-assoc-cat-classify mut_info
--filter-assoc-cont-regress mut_info
--filter-assoc-cat-regress mut_info
--filter-pred-regress mae
--filter-pred-classify acc
--htune-trials 50
--htune-cls-metric acc
--htune-reg-metric mae
--test-val-size 0.4
--outdir ./df_analyze_results

f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,target
0.4117314368596394,-0.49942891208790946,0.7329227229992258,-0.9615548574808609,0.8213201724194089,1.1359794996131438,-0.22694238604137754,0.8527821874387066,-0.2361720676621031,1.2483384701970894,-0.7294764248221086,1.5820606342530832,0.31366252925627724,0.21562920703538685,-0.7981722650822192,-0.1291146107108136,1.7302192927804243,-0.2140134091579452,-1.0988306493912612,-2.5133320878830543,-1.3056510473107237,0.12765762321360508,-0.3172711036495485,0.8492253308631915,-0.23987025297282044,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.14904590723874186,-1.336581022513911,-1.9976564534693482,1.3687628785477937,-1.917792143567283,-0.03452646990593858,0.6470791688072729,-0.8035736649754732,-0.6670379015989462,-0.8243364254525415,0.677635987627451,-2.14117137295105,1.7634646030718912,1.8823366375993804,-0.5913351039363128,0.12820558689402806,-0.2825600026248798,0.46495704115521613,0.09778836545079335,-1.2420009335766922,0.11520628440363813,-1.070001348515952,1.0173258273487311,-0.6462576670329253,2.17264112967139,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.9738477831515565,-2.195726924880461,1.0116926993701645,-0.46036109562434535,-1.808838725274701,1.5678184575787986,-1.9014474519454747,0.38741912497302106,2.0161250717346832,0.4296918696870933,-0.6615640573056051,0.21985751520213068,-0.08507286857645463,-1.7549067383250847,1.0703012405021652,1.8334642748411654,1.3120669823728401,0.1270867891785167,-1.6612369839496475,0.24324456570311415,-0.21546892534315726,0.8526582122015202,-0.6351201692712379,-1.7055587283375429,-0.7891435995165609,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.2668354879153103,1.1070417387971472,-1.0871890221960891,2.2848448767380534,0.11394206086353734,-1.035864857066969,-0.782686601863732,0.24598958841583174,1.4738098160754864,0.5381231774189763,-1.3368361063896068,0.36722956791901235,-0.5176353074052982,0.4043666372998618,-1.2783792119480095,0.7838185145856459,-0.08695062646208584,1.1032130230531263,-2.299598234091527,2.11482292404601,-0.7000626367905372,-0.33061215063627675,0.9469891638161163,-0.3828797306855808,0.012928684763011967,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.7341866026196201,-0.29203284060726203,-1.0527904642657486,-0.8194854968079072,0.8278997057242405,-1.232640865438915,0.051379374495411835,-1.0400122418785203,0.9661104008520616,-0.6212475707487333,-0.17058553948287825,0.1557510894994053,-0.20822506171025829,0.3247135580683109,1.427296004097585,-0.051257227700169924,0.830863983157977,1.3728402841589342,0.3612016100940726,2.0166750301369816,-0.10901749139304266,-0.4132846173932252,1.7399355358034232,-0.09314803183862057,-0.5776738968522822,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.13769194387403433,0.8458204058433347,0.08547497563109864,1.4139220937283121,0.1611277598353057,1.2740766694399515,-0.26471172824474637,0.16447484565994328,-0.581131467121064,-0.194409172289431,-0.980301475154611,0.5390369850311686,1.130422224649783,-0.325927960348726,-0.6328209928077365,0.005510020012558602,1.421582927856956,-0.8786992693488971,-0.2850157096732737,0.9730002836029413,-0.4344710147360241,-0.9431691955990865,-0.7826843754011727,0.5165798925018521,1.8446714829011173,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.10252309938931145,-0.12841881570588942,-0.9332217858175942,0.7634749611133189,0.06163281583075076,1.0158166515120828,0.6550614649262015,-1.763896701236881,0.3398559201445956,0.8715012657156355,-1.4471474266704334,-0.012702905253254723,-1.207893591631455,2.3192412226572685,0.25385314553179494,-1.1850022058944125,1.4686510651754074,1.4011910310058373,-0.28126068547620287,-0.741799130339523,0.7580435213425727,-1.2795367256826315,1.6710904759545957,0.588952411308798,0.0319990493026745,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.22473708602708206,-0.5800499876251052,2.4562960442659687,-0.66958399850372,1.0517013369718446,-0.18162406050392607,0.34383486947437125,1.5417184205078167,-0.1789201463911007,0.06182845680761156,-1.1423115694412131,-0.1959061221414249,0.21955778776970236,0.20489537229063398,-1.3355401933479751,-0.6985867188740323,0.46591816748446574,0.3035427828715355,-0.093762572971795,-0.16344600730421224,-1.7626134358514598,-0.4837552360947677,2.471398467857144,9.419553414602571e-07,0.6724904742060797,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
1.29249887517422,-1.9127926422545094,-0.4605206106686029,-0.5134190061029544,0.5372072010227228,0.9425568570819046,1.2087815928628893,-1.5444348807687602,0.6091562960581371,-0.5412426404351265,-0.465650893643804,0.4209232118120033,1.2212290588029127,-1.618027364030454,0.3077720924591158,2.303051791960713,1.2979826394922633,1.0370348287550133,-0.3295874290479567,1.4936270465770136,-0.37110104329780713,-0.331730429715113,0.6573628032229157,-1.1760134487734757,0.6033926482721416,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.971728216435078,-0.2306614320561761,-1.835231619205176,0.33032521103711726,-0.09578843531722338,-1.6579428195266441,0.17386522085191147,1.3717289691853403,-1.3224009241218924,-0.12925407723328158,-2.0159102907089883,0.4791316674112759,-0.21067739980346528,0.1366455698183802,-0.03567688262591701,0.4254299519955456,0.14913295097522553,-1.844213678926969,-0.25115723983585003,-0.0857351939278585,-1.1007846420863807,1.155322924965997,0.42482541833148496,0.9980148165089119,-0.2876574649810565,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.3966898740330863,0.1810854872281991,0.36729124312705874,0.12775290978974138,-0.36826069619239743,-0.28605674765553696,0.6178441144249377,-0.4668221512818586,0.3420629780949886,-0.27212231770597917,1.9117958534892825,-0.8886169007164337,0.8777348041631807,-0.3091563050874319,-0.40143983811852313,-1.9671641166223497,0.04826506287360987,1.0472117833354875,0.19259243655177047,0.6317274871055808,-0.8052936503582321,-0.14181967037490964,0.32715516267581096,1.5052435829331747,0.7333986011027274,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.49508086047511235,-0.7109473887149443,0.03267586876757868,-0.07219307811984926,-0.07179029679799083,-0.046065742726013624,-0.870454453446957,-0.604239419649177,-0.4220261550697161,-0.39176566361820114,-0.423186212840741,0.481083157872163,1.009184132080824,-1.7507641495643431,1.8575936612579014,-0.16617793638268746,-0.2168678979997202,-0.7712524279817355,0.1533818128418572,-0.03670933838861179,-2.7994291329829544,0.2615478682234158,0.05778685686436211,1.5189527833444187,-0.6720939378934604,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.9692672270348611,-0.6402639468558232,0.040973036098488784,1.2964149846030784,0.5816016015486762,-1.5023884834044579,1.6531759870102345,-1.2384296537967188,-0.36972823839765545,-0.9752134712192424,-0.1327038952434251,-0.16708863242648495,-0.012292463543970377,1.3016024376315793,-1.0171659173565242,-2.0238000912861733,-0.989236893286737,0.43644490747363185,-0.8413528014937023,0.4280670935552536,0.4368433709331149,0.16910438779952422,-1.0299994756820663,-1.0577055144414718,-0.12164123332484716,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.5814466354510364,0.4208493370433953,-0.11956181148634841,-0.5035469443899849,0.5579485611437198,-0.3779834410703693,1.2900403077686398,0.2925970303786865,-0.37136696049897916,-0.6926942719271296,-0.6215188965685159,-1.2323385122027624,1.4737812009575708,0.3097773778331346,-0.7425941909586997,1.1407520268313298,0.7444673674448737,-0.07803031113106498,1.3395558152539804,1.64548971956316,-0.1851204845444054,-1.0354902739950849,-0.031755568972001214,-0.857080444711896,0.4964111867224089,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.4291931402212039,-1.7391356466999186,-0.7729982050298155,-1.039793213126541,-1.0261126571440735,0.34405765956057227,0.09529977765352701,0.6580035206524608,-0.6294487920706668,0.2329004172751604,-1.233686353296058,-0.7446055117168693,-0.6346982068595867,0.26344901618079236,-1.446602004655209,0.1508159027343123,0.47277242151677695,-0.6495735098756238,0.015574678926662906,-0.5224363496186667,1.390577854146486,-0.609957759108786,0.35737617369529334,-1.8422378939650554,-0.3919408276145457,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.18758231668042852,0.9469973076917789,-0.020804737456143425,0.009163647445267709,-0.23064750551289528,0.9832802183121482,-0.027448274382150414,-0.674472931585862,1.0974329053395984,0.1391445777856004,0.6165703948102503,-1.9264998204059087,0.3413363703517014,-1.464380943030446,-1.193843834189556,2.335581591944984,-0.4181816046336973,0.20072728921825833,-1.8783420804891615,-0.5562091312752301,-0.1947046219714699,-0.5689950732228511,1.2116193331852665,-0.3310022985360719,-0.8828360353355075,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.7015491724805274,0.5447297178846987,0.47470395292284506,0.10745737411649116,-0.832793253814784,-1.1858222799521774,-0.9237315495152647,0.06282440140587879,0.2047918463234148,0.3830242979922229,-0.7688689768263337,-0.31480922603980543,0.16550499434116933,0.7199050704883903,0.6616015808761446,0.28428626395793666,1.4302928571868256,-1.4315849587567993,0.5143536969402257,0.9211675026019952,1.2314385511669022,-1.786822420105361,0.33633950842660787,-0.7890488776689739,-0.9165336524935882,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-1.4580890897225165,0.09119563505978784,-0.10541660949364687,-1.4125003878393338,-0.9755690427888474,-0.641158983838126,0.6068117842490303,-1.2250546215818385,0.5550608790907995,0.8960060291605234,0.08536936439434502,-1.4828589458530013,0.40392441993840816,0.4253163154980793,-0.8412083510021636,-0.7325890778145121,0.6415984546185717,0.38355334923502216,0.28584426416104963,2.531769353618041,-0.6600035355830101,1.6545422629851074,-0.4791335325772755,-0.8874286510102098,-0.5913110239612831,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.11568707388611997,0.2365343859715712,0.3731695379743902,0.7694245781763844,1.1267614346081756,-0.40325431311968557,-0.40920013685906786,-1.4596147352471585,0.1550358563970108,-0.47811417032711684,-1.044864386694979,0.6613971838370313,0.1300996164094977,0.4341279677820564,-0.4180510206773587,-0.09453984176773182,0.4533936752602306,-0.6306576539099719,-1.857726958711719,-0.6545575326426026,-0.21663983790508012,-1.6403515062224185,-1.9602999144521185,0.3236524560179365,-0.782545277234211,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.3137194868134341,-0.5852132639076962,-0.19494200059257724,1.1665498488663064,-1.1226205142180503,0.7121028054879438,-0.950311135230413,-0.8965205807667943,1.7708901524168765,1.4541777980656145,2.628540824491885,-1.4218779818403937,0.04724234220392531,-1.6942880506049323,-0.21027641064103605,-1.2353082143885616,0.08356212156341032,0.039821529563492504,0.3246885965442062,-1.3044991167807751,-0.20116167803453655,-1.8691414826361052,-0.18909878081074402,-0.18977608404054735,0.8849432297623766,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.02690901310846579,0.8442540412569753,-1.8962646068870983,1.265104240734681,0.7461564159710996,0.9498398233328355,0.08932095122629567,-0.6627685006488806,-0.9728028445036835,0.008919861707955577,-2.2672233273586206,1.4643622977325053,0.9368082311681027,0.6468672725366637,0.3195277681603939,-0.17494142734530116,0.07240063803780268,-0.4195030203062817,0.28044611795031477,-1.1479679754985124,-1.3554095752700126,2.361612751457065,-0.8129197168769392,0.22414736667075794,-1.1081352051402553,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.9570497940461057,-0.09894709979962382,0.25096013868640377,-0.42948439825640994,1.1330853777524257,-0.30816270276918106,0.40671728658378836,0.5315312555784916,-0.7763977309626312,-0.456528449809866,0.5793676309300609,0.2321702341403859,0.7617809126148535,-0.03866670714091589,-1.5522699949438608,-0.1999976887619907,0.543532191428138,0.7921158276131985,0.7909685630652115,-0.04415297423116305,1.0766953283071685,-0.027003047758700868,-0.22657545485103284,0.46124834142836935,-1.2974782493604735,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.10394986043105378,-0.500874083284672,-0.6476738888989824,0.6455161189596788,0.4484865506013385,-0.25043221863044485,1.1621893209672756,0.7940214067406405,-1.0106816661417646,1.664477581118816,0.8205169559280384,0.2237623147017472,1.1944365960230867,-0.7420098662534628,1.2124429572344244,-1.4245880493528091,-0.5059766717614628,0.06334010672864322,-0.8900675692397207,2.5977725877395033,-0.8037551232166014,-1.0627853062587218,1.276292884911927,-1.0867447068033083,1.320954888951527,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.1036265707936601,1.083686213533865,-0.8459094963871068,-0.8906165746175383,-0.5538237531168714,0.49184715644155796,2.1907512407209753,-1.5942943637900129,-0.9384613146329057,1.0044038750866717,-0.9336460110007582,0.06839313951438067,-0.5704168487559702,1.0483887670405545,-0.984518622484513,0.045512264893645085,-1.1035963807571867,-0.235957234852554,-0.25028074396772415,-0.27586029971465076,-1.6990233177174747,-1.6711659257295322,-1.4494361766335864,0.08646554788915749,0.9313021238411984,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.9565029024845654,-0.1453497011431897,-0.18990558118648151,0.5146724182827161,1.386238130644888,0.46232849908969936,0.6703960277381549,-0.4553256373922552,-1.6102725166503247,0.9647646440381215,-0.5285087769530783,2.1556461147824,-0.7505777370830572,-0.819577561705142,0.40550131731897543,-0.29195726236311703,0.2586266899435286,-0.692280384902839,-0.21304220878944868,0.3811840946294821,-0.3233190460666267,0.06442618219758545,0.5146226827542708,1.5909073927889508,-0.42861996968351884,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.34792994850560416,-0.5096534025714313,1.568430294013204,-0.3886099925166818,-1.2781974511993635,-0.48524183557292205,-0.7716163223086615,-0.9297075793203183,-0.0068545964848777145,-0.5148942124255972,-0.3265238448285628,-1.6822137258335166,0.42743903556729645,-1.0705965385483067,0.7895331154469186,1.3979935850337961,0.1496126832214857,0.6980351357269577,0.8792608269251813,-0.4591720446178821,1.429614160591221,-1.4626070727186962,0.5741063948669136,-0.862471348399073,0.03506520522800225,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.41088313219190126,0.9554843472802591,-1.337100827576076,-1.628692050022234,0.24359599130494475,-0.9728726832855744,-1.3632253012708093,0.8801999548596022,0.8004819688734477,1.1628518959283332,0.9780394592771131,0.005779839042017661,1.0172725014338146,0.4083181860419118,1.2400564188476804,-1.0651901918712543,-0.41022130711962895,0.8092284906982294,-1.5580037745677178,-2.073864408307885,2.084102935593724,-0.3780597620607454,-0.5244532420151042,0.7651289840909823,-1.979503949563366,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
0.037177273312635775,-0.6569705266836832,0.8296897030730114,-2.011694480141052,0.1513877982095332,-0.9676210509737893,-0.735646039237684,1.0345310288284508,-0.12648614420500306,-0.4897729395106835,-0.6642732501669687,-0.6807770861773922,0.8253412271416299,-0.621784826914683,-1.1684394940215397,-1.0336498412345008,-0.11482169757927178,-0.36479987889143667,-1.6905300260237062,0.033887075556886,1.282501247538849,-0.38177981294943925,-0.7855889158924143,0.12739657599889206,-0.3090598022642089,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
0.8577408877634165,-1.8869554292959176,0.6323215756819298,-0.8919504770991742,0.367317699214883,0.41388185468137184,-1.5356421177538095,-0.21347157488718085,1.3037531705256702,1.278325042834051,-0.2115179354457352,-1.5577580678247676,0.4557930416869909,0.4327539146639716,0.9737898979049531,1.4765537316334372,0.48686217482514427,1.7590541312344397,0.5448422478821859,0.08986882267534803,0.05237108541907222,-0.36308151802285726,-0.8970192077531385,1.0897889533776064,2.9985283750660754,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
1.9556513043904242,0.7929797503504179,-0.16564945447785842,1.119751622284248,-1.0440732256146839,-0.8496219040308115,0.686094720330137,0.7946190410154569,1.3255223883625489,-0.013715483475263579,0.6453071782885356,-0.3667097422103246,0.7972043794363961,2.0674175598264264,-1.1752547718702993,0.8501701668923105,1.4571023040536961,-0.8121950079243934,0.7995293196433619,0.28987247042260667,-0.30603710707761606,-0.11310587501767574,0.7207807515802471,0.5315369744017446,-1.4235499717513884,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-0.045990420779696325,1.2118670762693131,0.5373379838468729,0.5158227145150664,-1.6473335621236886,-0.07707842892666371,0.5391129317533228,0.8952797685297361,0.9093989728558523,0.8932760631252562,-0.02048871169032282,0.8211055795318383,-0.9104758421951564,0.6590094286682194,-0.6920667389528044,0.711347791866286,-0.4810268185479471,-0.16296539062789622,-0.4108195122523788,-2.760121039769946,1.8123792905234646,-0.7753025609217286,1.622352227134472,-0.2462577569281842,0.6477980764249847,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-2.329108369154545,-0.08241230682347099,-1.4814468929384195,-1.3653830708050907,-0.5966424719724864,-0.041895370888828554,-0.27310223319931354,-1.0840425565812515,1.0759690324198592,1.3898716943445077,0.7069920512688752,-2.0639739894194418,0.835700204167433,0.3563783062244026,-0.6056186959264928,-1.0669533643479279,0.996218234809942,0.3125726222127444,0.7003726944092236,-0.264957836614459,1.9081053333921563,-0.6054910621039968,-0.8832041800841287,-0.20619145444474818,0.6083069661595013,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,0.0
-0.796660352790486,-2.106314490329753,-0.27369805309181466,0.5994211061521977,-1.276016322316705,0.12712187660283192,0.04471803909456861,-0.5553322695006138,0.08462525456977496,-0.7015248286665542,1.2466709926190807,1.071831224690783,-0.5816232367415614,0.37813727283374987,0.5464654677311833,0.5579305495237974,1.0237894934519012,-0.35445467674541636,0.6645485217956841,0.13652946994042964,-0.42370901407376305,0.44090338866286216,0.5177431593464854,0.8560758323190214,1.1092120353758466,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
-2.936559879667785,0.7966912724873286,1.0851158726032908,-1.1069620106362577,0.8738670340615826,-0.6050462068598289,-1.1255751781451393,-0.056163575990940184,-1.8074454494453929,0.726279098292984,0.5874666902630072,0.6376915728626107,1.0688499686278,-0.07432237872979557,0.18726153449289915,0.7590191644211787,1.2328842048828672,-0.5325516779543654,0.8019683863231811,-1.637569206189087,1.7661132478525448,-0.8694490841624598,1.0829547659192391,-0.9724761054301989,-0.16182003387699856,9.0,12.0,0.0,1.0,4.0,11.0,1.0,3.0,10.0,0.0,1.0,10.0,12.0,4.0,1.0,8.0,5.0,2.0,7.0,5.0,1.0,5.0,8.0,6.0,8.0,1.0
